img_id,blip2,llava,blip2_chars,llava_chars
w_26,the cars are parked in a flooded neighborhood near houses,"The image depicts a flooded neighborhood with several cars and houses submerged in water. There are three cars visible in the scene, with one car located in the foreground, another in the midground, and the third car further back. 

In the background, there are two houses, one of which is partially submerged in water. Additionally, there are two people in the scene, one standing closer to the left side of the image and the other person standing near the center. 

A fire hydrant can be seen on th",386,500
w_27,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded city with a bridge and a highway underwater. The floodwater is reaching the bridge, and the highway is almost entirely submerged. The city is bustling with activity, as evidenced by the presence of numerous people scattered throughout the scene. Some of these individuals are closer to the water, while others are further away.

In addition to the people, there are several vehicles visible in the scene, including cars and trucks. The vehicles are located at various posi",386,500
w_28,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a living room that has been flooded, with water reaching up to the couches. There are two couches in the room, one on the left side and another on the right side. A chair is also present in the room, located near the center.

In addition to the furniture, there are several items scattered throughout the room. A remote control can be seen on the left side of the room, while a book is located on the right side. There are also two bottles, one near the center and the other closer",386,499
w_29,A group of people standing outside their house,"The image depicts a group of people standing in a flooded area, possibly a neighborhood affected by a natural disaster. There are at least nine people visible in the scene, with some of them standing closer to the water and others further away. 

The flooded area has a mix of vehicles, including a car and a truck, which are partially submerged in the water. There are also two boats in the scene, one located near the center and the other towards the right side. 

In addition to the vehicles and b",386,500
w_3,"new orleans, louisiana, usa","The image depicts a flooded city with a bridge and a building in the foreground. The floodwater is reaching the bridge, and the building is surrounded by water. The scene is quite chaotic, with numerous people scattered throughout the area. Some of them are standing, while others are sitting or lying down.

There are several vehicles in the scene, including cars and trucks, which are also affected by the flooding. The vehicles are either partially submerged or parked on higher ground. The overal",386,500
w_30,flood water from a dam overflowing,"The image depicts a flooded road with a truck driving through it. The truck is located in the middle of the scene, and the flooded area extends from the left side to the right side of the image. The road appears to be a dirt road, and the surrounding area is covered in trees.

There are no people visible in the image, and no fire, smoke, or collapsed structures can be seen. The only structural element is the truck, which is driving through the flooded area. The lighting conditions suggest that i",386,500
w_31,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded town with houses and trees submerged in water. The town is surrounded by a forest, and there are several trees in the area. The floodwater is reaching the houses, and some of them are partially submerged.

There are multiple people in the scene, with some of them standing near the houses and others scattered throughout the area. They appear to be observing the flooding or possibly trying to evacuate the affected areas.

A few vehicles can be seen in the scene, includi",386,500
w_32,"A sailboat has been overturned on the beach in miami, fl","The image depicts a boat washed ashore on a beach, surrounded by rough ocean waves. The boat is partially submerged in the water, and it appears to be damaged. There are several people in the scene, with some standing closer to the boat and others further away. They seem to be observing the boat and its condition.

In the background, there are two boats visible, one located near the center of the image and the other towards the right side. Additionally, there are two cars parked in the area, one",386,500
w_33,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a city skyline with a large body of water in the foreground. The water appears to be flooding the streets, and there are several buildings in the background. The city is bustling with activity, as evidenced by the numerous cars and trucks scattered throughout the scene.

In the midst of the chaos, there are a few people visible in the image. One person can be seen near the center of the scene, while another is located closer to the right side. Both individuals seem to be naviga",386,500
w_34,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded area with a tree in the middle of it. The floodwater is brown and reaches up to the tree's base. The tree is surrounded by water, and it appears to be the only visible structure in the scene. There are no people visible in the image. The overall scene is a mix of natural and man-made elements, with the floodwater being the most prominent feature.",386,376
w_35,this is a photo of a flooded road in bangalore during heavy rain,"The image depicts a flooded street with a large crowd of people standing in the water. The people are spread out along the street, with some closer to the foreground and others further back. The water level is quite high, reaching up to the knees of the people.

There are several vehicles in the scene, including a car and a truck. The car is located near the center of the image, while the truck is positioned more towards the right side. The street is lined with buildings, and a few potted plants",386,500
w_36,"the water in this photo is so high that the road is under water, the trees are submerged, and the houses are on the land side of the road","The image depicts a flooded area with a small boat floating on the water. The boat is located near the center of the scene. There are several people in the area, with one person standing closer to the left side of the boat and two others standing further to the right.

The flooded area is surrounded by trees, with some of them appearing to be submerged in the water. There are also a few cars visible in the scene, with one car located near the left side of the boat and another car further to the",386,499
w_37,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded town with a river running through the middle of it. The town is surrounded by lush green trees, and the water is reaching the houses. There are several people in the scene, some of them walking through the flooded area.

In the town, there are multiple cars and a truck, with some of them partially submerged in the water. A few people can be seen carrying backpacks, possibly containing essential items for their survival. The overall scene is a mix of chaos and resilien",386,500
w_38,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded city with a large body of water covering the streets. The water is churning and creating a vortex in the middle of the scene. The city is filled with various boats scattered throughout the area, some of which are floating on the water.

There are several people in the scene, with some of them standing on the boats and others walking around the flooded streets. The people are wearing different clothing colors, and some of them are carrying backpacks.

The city is fille",386,500
w_39,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a car driving through it. The car is located on the left side of the image, and it appears to be a small vehicle. The street is filled with water, and there are several trees surrounding the area.

In addition to the car, there are two people visible in the scene. One person is located near the center of the image, while the other person is closer to the right side of the image. Both individuals seem to be observing the flooded street.",386,479
w_4,"The street in the foreground is flooded, and cars are parked in the parking lot. The cars are parked on the left side of the street. The cars on the right side of the street are parked in front of the building. The building is also flooded. The street is flooded. The cars are parked on the right side of the street. The cars on the left side of the street are parked in front of the building. The building is flooded. The street is flooded. The cars are parked on the left side of the street. The ca","The image depicts a flooded street with multiple cars parked along the side. The cars are of various sizes and are parked close to each other. Some cars are partially submerged in the water, while others are not affected by the flooding.

There are several people in the scene, with one person standing near the center of the image, another person closer to the left side, and a third person on the right side. They appear to be observing the flooded street or possibly trying to navigate through the",386,500
w_40,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with several people standing in the water. There are at least four people visible in the scene, with one person standing closer to the left side, another person in the middle, and two more people on the right side of the image.

A white car is parked in the middle of the flooded street, surrounded by water. The car is positioned between two people, with one person standing closer to the left side of the car and the other person standing on the right side.

In a",386,500
w_41,a house in a flooded neighborhood,"The image depicts a flooded house surrounded by water, with a barn-like structure nearby. The house appears to be in a state of disrepair, and there is a car parked in front of it. The scene is dark, with no visible sunlight.

There are two people in the image, one located near the center and the other closer to the right side. Both individuals are wearing black clothing.

The house has a few windows, and one of them is located near the top left corner of the image. The car is parked in front of",386,500
w_42,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded neighborhood with several vehicles parked along the street. There are at least 11 cars and a truck visible in the scene, with some of them partially submerged in the floodwaters. 

A person can be seen standing near the left side of the image, possibly observing the situation or waiting for help. The street is lined with houses, and a stop sign is visible in the middle of the scene. The overall atmosphere suggests a disaster situation, with people and vehicles affecte",386,500
w_43,"a residential neighborhood flooded by a hurricane in florida, with a flag on the pole in the foreground","The image depicts a flooded neighborhood with a flag pole in the middle of the floodwaters. The flag is flying high, and the pole is standing tall amidst the water. The scene is quite dramatic, with the water reaching up to the flag pole.

There are several vehicles in the scene, including a truck parked on the right side of the image and a car located further back on the left side. Additionally, there are two boats visible in the water, one near the center and the other closer to the right side",386,500
w_44,"The images shows a flooded street in the city of hanoi, vietnam. The water is flowing through a small street in the city. The street is a narrow street and the buildings are very tall. The houses are very close together. There is a lot of debris on the street. There is a lot of water in the street. There are a lot of cars parked in the street. There is a lot of people walking on the street. There are a lot of buildings that are damaged. There is a lot of water on the street. There is a lot of wa","The image depicts a flooded street with a large body of water covering the road. The street is lined with tall buildings, and there are several benches placed along the sidewalk. The scene is bustling with activity, as there are multiple people scattered throughout the area. Some of them are closer to the water, while others are further away.

In addition to the people, there are a few vehicles visible in the scene, including a car and a truck. The car is located near the center of the image, wh",386,500
w_45,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image is a collage of four different pictures, each depicting a flooded area with various vehicles and people. In the first picture, there are two people standing in the water, one closer to the left side and the other more towards the center. A car is visible in the background, partially submerged in the water.

In the second picture, there are two people standing in the water, one closer to the left side and the other more towards the center. A car is visible in the background, partially s",386,500
w_46,a flooded street in the downtown area,"The image depicts a flooded area with a bridge and a tree nearby. The floodwater is reaching the bridge, and there is a tree with green leaves and branches. The scene is set in a park, and the sunlight is shining on the area.

There are no people visible in the image, and no fire, smoke, or collapsed structures can be seen. The area appears to be relatively calm, with no debris or vehicles in the scene. The bridge is made of concrete, and the tree is located on the right side of the image.",386,494
w_47,a town is surrounded by water,"The image depicts a flooded town with a large body of water covering the streets. The town is filled with various buildings, including houses, apartment complexes, and commercial structures. The water level is high, reaching up to the rooftops of some buildings.

There are several people visible in the scene, with some standing near the water's edge and others scattered throughout the town. Some of the people are wearing backpacks, possibly carrying essential supplies or belongings.

In addition",386,500
w_48,the bridge in nigeria is flooded with vehicles and the cars are stuck in the water,"The image depicts a flooded street with a mix of vehicles and people. There are several cars and trucks scattered throughout the scene, with some partially submerged in the water. A few people can be seen in the area, some of them standing near the water, while others are further away.

The street is lined with buildings, and there is a bridge visible in the background. The overall scene is chaotic, with the floodwater causing disruptions and potential hazards.",386,465
w_49,"the damage was caused by the water rushing into the building through the roof, causing the water to flood the entire building","The image depicts a flooded street with several cars parked along the side. There are at least five cars visible, with some of them partially submerged in water. The street is surrounded by buildings, and a few people can be seen in the scene, possibly observing the flooding or waiting for assistance.

The streetlights are on, illuminating the area and providing some visibility in the dark. The overall scene conveys a sense of urgency and concern for the people and vehicles affected by the flood",386,500
w_5,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded city with a large bridge in the background. The floodwater is reaching the bridge, and the city is experiencing a significant flood. There are several vehicles in the scene, including a car and a truck, which are partially submerged in the floodwater. 

In addition to the vehicles, there are two people visible in the image. One person is located near the center of the scene, while the other person is closer to the right side. Both individuals appear to be in distress",386,499
w_50,"a man drives a jeep through water, the jeep has a flat tire","The image depicts a flooded street with a car driving through the water. The car is located in the middle of the scene, and there are two other cars visible in the background. The street is surrounded by trees, and there are two people in the scene, one closer to the left side and the other near the center.

The flooding has caused significant damage to the street, with a large portion of it submerged in water. The street appears to be a mix of asphalt and dirt, with the water reaching up to the",386,500
w_51,"The river rose quickly and the water started to overflow the main road, it flooded the area, the main road was flooded and there were cars on the road, there were many people on the road, the main road was flooded, the water started to overflow the main road, the main road was flooded and there were many people on the road, there were many cars on the road, the main road was flooded, there were many people on the road, the main road was flooded and there were many cars on the road, there were ma","The image depicts a flooded street with a car partially submerged in water. There are several people in the scene, with one person standing close to the car and others scattered around the area. The people are wearing different clothing colors, and some are closer to the water's edge than others.

The street is lined with buildings, and there are multiple cars parked or driving along the street. Some cars are closer to the water, while others are further away. The scene also includes a traffic l",386,500
w_52,"a) flood water, b) flooded houses, c) flooded road, d) flooded bridge, e) damaged trees, f) damaged houses, g) damaged cars, h) damaged fence, i) damaged trees, j) damaged bridge, k) damaged buildings, l) damaged houses, m) damaged people, n) damaged cars, o) damaged trees, p) damaged people, q) damaged trees, r) damaged buildings, s) damaged people, t) damaged vehicles, u) damaged people, v) damaged buildings, w) damaged people, x) damaged trees, y) damaged cars, z) damaged bridges,","The image depicts a flooded park with a playground area, where a yellow slide is visible. The park is surrounded by a forest, and there are several trees in the area. The water level is quite high, reaching up to the playground equipment.

There are a few people in the scene, with one person standing near the center of the image and two others closer to the right side. The people appear to be observing the flooded park or possibly trying to navigate through the water.

In the background, there i",386,500
w_53,"a woman is wading through floodwater in her house, which is under water","The image depicts a woman standing in a flooded area, surrounded by water. She appears to be in distress, possibly due to the flooding. The woman is wearing a blue shirt.

In the scene, there are several bottles scattered around the area, possibly indicating that the flooding has affected the local environment. Additionally, there is a chair located in the middle of the scene, which might have been carried by the floodwater.",386,428
w_54,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with water reaching up to the knees. A dog is standing in the water, seemingly enjoying the situation. The street is lined with trees, and there is a bench located near the water. The scene appears to be a mix of a park and a flooded street, with the dog being the main focus.",386,311
w_55,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a fallen tree blocking the road. The street is surrounded by buildings, and there are several palm trees nearby. The scene appears to be a mix of a tropical and urban environment.

There are a few people in the scene, with one person standing closer to the left side of the image and two others located more towards the center. A car is visible on the right side of the image, partially submerged in the floodwaters.

The fallen tree is located in the middle o",386,500
w_56,a dog looking at a car in flood water,"The image depicts a flooded street with a car submerged in the water. A dog is standing on the sidewalk, observing the scene. The car is located in the middle of the street, and the dog is positioned on the left side of the image.

There are several people in the scene, with one person standing closer to the car, another person further away, and a third person closer to the dog. The people are wearing different clothing colors, with one person wearing black, another person wearing white, and the",386,500
w_57,"The storm caused by a hurricane, is a natural disaster.","The image depicts a street scene with a large tree branch blocking the road. The branch is located in the middle of the street, creating a hazard for drivers. There are multiple cars parked or driving on the street, with some cars closer to the branch and others further away.

A traffic light is visible on the right side of the scene, and a fire hydrant can be seen on the left side of the street. The street appears to be wet, possibly due to recent rain or melting snow.

There are several people",386,500
w_58,"A tornado swept through the area of this building, damaging the roof,","The image depicts a flooded street with multiple cars and a truck submerged in the water. There are at least four cars visible, with one car being particularly prominent in the scene. A truck is also present, partially submerged in the water. 

In addition to the vehicles, there are two people in the scene. One person is located near the center of the image, while the other person is closer to the right side. Both individuals appear to be in distress due to the flooding.

The street is lined wit",386,500
w_59,a large truck drives through a flooded street,"The image depicts a small red and green truck driving through a flooded street. The truck is surrounded by water, and it appears to be navigating through the challenging conditions. There are no people visible in the scene.

The street is lined with palm trees, and a house can be seen in the background. The truck is driving near a house, and there is a stop sign visible in the scene. The overall atmosphere suggests a disaster situation, and the truck is likely assisting in relief efforts.",386,493
w_6,a) the people are standing on the boat and b) the cars are on the road,"The image depicts a group of people riding in a boat through a flooded area. There are at least three people visible in the boat, with one person sitting in the front, another person in the middle, and the third person sitting in the back. The boat is filled with water, and the people are trying to navigate through the flooded streets.

In the surrounding area, there are several cars and a truck submerged in the floodwaters. Some cars are located near the boat, while others are further away. The",386,500
w_60,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a scene of destruction and disaster, with a large building in the background and a boat in the foreground. The building appears to be in a state of collapse, with debris scattered around the area. There are several people in the scene, some of whom are standing near the boat, while others are scattered throughout the area.

In the foreground, there is a boat that seems to be partially submerged in water. The boat is located near the center of the image. The overall scene is a m",386,500
w_61,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded city with a bridge and a building in the foreground. The floodwater is reaching the bridge, and the building is surrounded by water. There are several people in the scene, with some standing near the water's edge and others scattered throughout the area.

In addition to the people, there are multiple vehicles visible in the scene, including cars and trucks. Some of the vehicles are parked, while others are in motion. The overall scene is a mix of chaos and desperation",386,500
w_62,"The main street in kamwokya, a town in kenya, was flooded during the monsoon season of 2013, as the river rose due to the heavy rains","The image depicts a muddy street with a car driving down it. The street is flooded with muddy water, and there are several people in the scene. One person is standing near the center of the image, while two others are located closer to the right side.

There are two cars visible in the scene, one near the center and the other further to the right. The street is lined with buildings, and a fire hydrant can be seen on the left side of the image. The overall scene appears to be a muddy street with",386,499
w_63,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a disaster scene with a group of people standing in a flooded area. There are at least six people visible in the scene, with some standing closer to the water and others further away. The people are wearing various clothing colors, such as red, white, and black.

The flooded area is filled with debris, including a car and a truck. The car is located near the center of the scene, while the truck is positioned more towards the right side. The water appears to be brown, indicating",386,500
w_64,"The city of guaymas, mexico, is flooded in this image","The image depicts a flooded town with a large body of water covering the streets. The town is filled with various buildings, including houses, apartments, and possibly commercial establishments. The floodwater has reached the rooftops, and the streets are submerged, making it difficult for residents to navigate.

There are several people visible in the scene, with some standing near the water's edge, possibly assessing the situation or waiting for help. A few vehicles, such as cars and trucks, c",386,500
w_65,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a white truck parked in the middle of the scene. Several people are standing around the truck, some of them wearing blue jackets. There are also a few other cars parked nearby.

In the background, there is a person holding a green umbrella, possibly to shield themselves from the rain. The scene also includes a few other people scattered around the area, some of them closer to the truck and others further away.",386,453
w_66,"A school bus, a man, and two men are standing on a boat in the middle of a flooded area. A man is pushing a large barrel from the boat with a pole. A man with a stick is helping a man with a boat lift the large barrel from the water. Photo credit: class 1-11","The image depicts a group of people standing in a flooded area, with some of them holding umbrellas to shield themselves from the water. There are at least 12 people visible in the scene, with some of them closer to the water and others standing further away. 

The people are wearing various types of clothing, including a man wearing a yellow shirt. The umbrellas are scattered throughout the scene, with some of them being held by the people standing in the water. 

In the background, there is a",386,499
w_67,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded neighborhood with several cars and a mailbox submerged in water. There are at least four cars visible in the scene, with one car located near the center of the image, another car on the right side, and two more cars closer to the left side. A mailbox can be seen on the right side of the image, partially submerged in water.

In addition to the vehicles, there are two people in the scene. One person is located near the center of the image, while the other person is on t",386,500
w_68,a boat that is being pulled by a crane,"The image depicts a group of people gathered around a boat, which is docked in a body of water. There are at least 13 people visible in the scene, with some standing closer to the boat and others further away. The people are engaged in various activities, such as talking, observing, or preparing for a boat ride.

The boat occupies a significant portion of the image, stretching from the left side to the right side. The people are scattered around the boat, with some standing closer to the front,",386,499
w_69,the homes in this image are underwater,"The image depicts a flooded neighborhood with houses and trees submerged in water. The houses are situated close to each other, and some of them have their roofs damaged. The floodwater is reaching up to the second floor of the houses.

There are several cars parked in the area, with some of them partially submerged in the water. A few people can be seen in the scene, with one person standing near the center of the image and another person closer to the right side.

The overall scene is a mix of",386,500
w_7,"a) flood waters, b) a flooded city, c) a flooded road","The image depicts a flooded street with several cars and trucks submerged in water. There are at least five cars and two trucks visible in the scene, with some of the vehicles appearing to be stuck in the floodwaters. The street is lined with buildings, and there are a few people scattered throughout the scene, likely dealing with the aftermath of the flooding.

The floodwater is covering the street, and the vehicles are either partially or fully submerged. The scene is quite chaotic, with the w",386,500
w_70,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a man standing in flood waters, wearing a clear plastic raincoat. He is observing a police car that is partially submerged in the flood waters. The man is standing in the middle of the scene, with the police car located to the left of him.

There are several other vehicles in the scene, including a truck and a car. The truck is located on the left side of the image, while the car is positioned further to the right. Additionally, there are two traffic lights visible in the scene",386,500
w_71,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a white car parked on the side. The street is surrounded by trees, and there are several people scattered throughout the scene. Some of them are standing near the parked car, while others are further away.

In addition to the people, there are two motorcycles visible in the scene, one located closer to the center and the other towards the right side. A truck can also be seen parked on the left side of the street. The overall atmosphere of the image suggest",386,500
w_72,"the burned out remains of the city of oroville, california","The image depicts a forest area with numerous trees, some of which are on fire. The fire has spread to the surrounding forest, creating a hazardous environment. There are several cars parked in the area, with some of them being closer to the fire.

In the scene, there are a few people scattered around the area, possibly observing the fire or trying to extinguish it. Some of them are wearing backpacks, which might contain essential supplies for their task.

The overall scene is a mix of natural e",386,500
w_73,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a white truck and a white van submerged in water. There are two people in the scene, one standing near the white truck and the other closer to the white van. Both individuals are wearing white clothing.

In addition to the truck and van, there are two other cars visible in the scene, one located near the left edge of the image and the other on the right side. A person can be seen standing near the second car on the right side.

The street is surrounded by",386,499
w_74,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a pier with a metal structure extending out into the ocean. The pier is surrounded by a large body of water, and there is a cloudy sky above. The scene appears to be a mix of a beach and a pier, with the ocean water reaching up to the pier.

There are two people in the scene, one located near the center and the other closer to the right side. Both individuals seem to be observing the ocean or the pier.

The pier structure is made of metal, and there is a bench situated near the",386,500
w_75,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with a brick building in the background. The street is filled with water, and there are several people scattered throughout the scene. Some of them are standing near the building, while others are further away.

There are multiple vehicles in the scene, including a car parked near the building and a truck further down the street. A fire hydrant can also be seen on the sidewalk. The overall atmosphere of the image suggests a disaster situation, with people tryin",386,500
w_76,"a flood in mason city, washington","The image depicts a flooded town with a large body of water covering the streets. The town is filled with various buildings, including houses, apartment complexes, and commercial establishments. The floodwater has reached the rooftops of some buildings, and the streets are submerged in water.

There are several people in the scene, some of whom are standing near the water's edge, while others are scattered throughout the town. A car can be seen parked on the side of the road, and a truck is visi",386,500
w_77,the nigerian city of lagos,"The image is a collage of four photographs, each depicting a different scene of a flooded city. In the first photograph, a yellow car is seen submerged in floodwater, with a person nearby. The second photograph shows a group of people standing in the water, with some of them wearing yellow shirts. The third photograph displays a man and a woman standing in the water, with the woman wearing a yellow shirt. The fourth photograph captures a man and a woman standing in the water, with the man wearin",386,500
w_78,"a.dams, b.humanitarian workers, c.bridges, d.debris, e.fertilizer plant, f.flood, g.garbage, h.hills, i.insurgents, j.jurisdiction, k.people, l.lakes, m.muddy water, n.numerous vehicles, o.piles, p.people, q.people, r.rehabilitation","The image depicts a scene of disaster, with a bridge and a river in the foreground. The bridge is damaged, and there is a large pile of garbage in the water, which is a significant hazard. The garbage is scattered throughout the river, and there are several people in the scene, some of whom are standing near the bridge, while others are scattered around the river.

There are also a few vehicles in the scene, including a truck and a car, which are located near the bridge. The overall scene is cha",386,500
w_79,"the flooding of lagos, nigeria, on may 14, 2015","The image depicts a flooded street with people walking through the water. There are numerous individuals scattered throughout the scene, some closer to the foreground and others further back. The water level is quite high, reaching up to the knees of some people.

There are several vehicles in the scene, including cars and buses, which are partially submerged in the floodwaters. The buses are located in the middle and towards the left side of the image, while the cars are scattered throughout th",386,500
w_8,A seagull sitting on a bench in a flooded neighborhood,"The image depicts a white bird perched on a wooden bench in a flooded area. The bench is located near a house, and the surrounding area is filled with water. There are also a few potted plants in the vicinity, with one near the bench and another further away. The scene appears to be a mix of a flooded street and a residential area, with the bird possibly being a seagull.",386,373
w_80,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with several cars and trucks submerged in water. There are at least six cars and two trucks visible in the scene, with some of them partially or fully submerged. The street is surrounded by buildings, and there are at least three people in the scene, possibly assisting in the disaster response.

The flooding has caused significant damage to the street and surrounding infrastructure. There are two cars that appear to be in the process of being flipped over by th",386,500
w_81,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded street with several cars and trucks submerged in water. There are at least six cars and two trucks visible in the scene, with some of them partially or fully submerged. The street is surrounded by buildings, and there are at least three people in the scene, possibly assisting in the disaster response.

The flooding has caused significant damage to the street and surrounding infrastructure. There are two cars that appear to be in the process of being flipped over by th",386,500
w_82,"This image depicts a flooded road in front of a truck with a boat on the trailer. The truck is parked in a flooded area of the road. The boat is floating on the water, and there are people walking in the water. The image also shows that the truck is covered in mud and water.","The image depicts a flooded area with a black truck driving through the water. The truck is positioned in the center of the scene, and its headlights are on, illuminating the surroundings. The water level is high enough to submerge the truck's tires, and the area appears to be a mix of a flooded street and a lake.

There are no people visible in the image, and no fire, smoke, or collapsed structures can be seen. The scene does not show any debris or damaged walls, roads, or bridges. The truck is",386,500
w_83,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded neighborhood with a house surrounded by water. The house has a flag on the roof, and there is a dog standing on the porch. The floodwater is covering the street, and a potted plant can be seen near the house.

There are two people in the scene, one closer to the house and the other further away. Both individuals appear to be in a distressed state, possibly due to the flooding.

In addition to the house, there are two cars visible in the scene, one near the center and",386,499
w_84,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a group of people in a flooded area, with some of them riding on a boat. There are at least 12 people visible in the scene, with some of them standing in the water and others sitting on the boat. The boat is filled with people, and it is located in the center of the image.

The people in the scene are wearing various clothing items, such as a person wearing a red shirt and another person wearing a blue shirt. The water level is quite high, reaching up to the waist of some indiv",386,500
w_85,the coliseum and the domed building in the background are both destroyed,"The image depicts a flooded street with people wading through the water. There are at least 12 people visible in the scene, with some of them carrying backpacks. The people are scattered throughout the image, with some closer to the foreground and others further back.

The street is filled with water, and there are several vehicles, including cars and a truck, that are partially submerged in the flood. The vehicles are located in various positions, with some closer to the foreground and others f",386,500
w_86,"the neighborhood in the center of the image is flooded, with some houses damaged, and a number of people in the area","The image depicts a man standing in a flooded area, possibly directing rescue efforts. He is wearing an orange vest, which makes him easily identifiable. The flooded area is filled with water, and there are several other people scattered throughout the scene. Some of them are closer to the water, while others are further away.

In the background, there are two trucks, one on the left side and the other on the right side of the image. Additionally, there are two benches, one located near the cent",386,500
w_87,A car in a flooded road,"The image depicts a flooded street in a city, with a car driving through the water. The car is located in the center of the scene, surrounded by water. There are several people in the image, some of them are standing near the car, while others are scattered throughout the scene.

In addition to the car, there are multiple umbrellas visible in the image, with some of them being held by the people. The umbrellas are scattered around the scene, with some of them being held by people standing closer",386,500
w_88,"heavy rain and mudslide in kuantan, malaysia","The image depicts a flooded street with a large puddle of water in the middle of the road. There are several cars and trucks driving through the flooded area, with some vehicles appearing to be stuck in the water. The street is surrounded by trees, and there are multiple traffic lights visible along the road.

There are numerous people in the scene, some of whom are walking or standing near the flooded area. Some of the people are closer to the water, while others are further away. The people ar",386,500
w_89,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded area with a river running through a park. The water level is high, and the park is filled with trees and bushes. There are several people in the scene, some of them standing near the water, while others are scattered throughout the park.

In the background, there is a city visible, with a tall building and a bridge. The overall scene is a mix of natural elements and urban infrastructure. The presence of people and the flooded park suggest that this could be a disaster",386,500
w_9,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded area with a mix of vehicles and debris. There are two cars, one located in the left foreground and the other in the right background. A truck is also present in the left foreground. A boat can be seen in the middle of the scene, partially submerged in the water.

There are two people in the scene, one near the center-left and the other closer to the right side. Both individuals appear to be in distress, possibly due to the flooding.

The flooded area is characterized",386,499
w_90,the new orleans area flooded in 2005,"The image depicts a flooded city with a large body of water covering the streets. The city is filled with various buildings, including houses, apartments, and commercial structures. The water level is high enough to submerge some of the structures, creating a chaotic scene.

There are several people visible in the image, with some of them standing near the water's edge, possibly observing the situation or trying to navigate through the flooded streets. A few cars can be seen parked or driving th",386,500
w_91,the house is on the shore of the river.,"The image depicts a scene of a flooded area with a small building surrounded by trees. There are several people in the scene, with one person standing near the building, and others scattered throughout the area. Some of the people are wearing red clothing.

In the foreground, there is a boat floating on the water, and a bench can be seen nearby. The background features a few more people and a car. The overall scene is a mix of natural elements, such as the trees and water, and human-made structu",386,500
w_92,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded area with a highway sign that reads ""Duke Energy."" The floodwater is covering the road, and there is a bridge nearby. The scene also includes a highway sign that points to Cleveland. The area is surrounded by trees, and there are several cars and trucks in the vicinity.

There are multiple people in the scene, with some standing closer to the water and others further away. Some of the people are wearing backpacks, and one person is carrying a handbag. The overall atmo",386,500
w_93,"a group of people standing in water, mud, and debris","The image depicts a flooded area with people standing in the water. There are at least 13 people visible in the scene, with some standing closer to the water's edge and others further away. The people are wearing various clothing colors, such as blue, black, and white.

The flooded area is filled with debris, including a car and a truck. The car is located in the middle of the scene, while the truck is positioned towards the right side. The water appears to be brown, indicating a muddy flood.

T",386,500
w_94,The image shows a tsunami hitting the coast of Japan.,"The image depicts a disaster scene with a tsunami in progress. The street is flooded with water, and there are boats visible in the background. A few people can be seen in the scene, with one person standing closer to the water and two others further away.

There are several vehicles in the area, including a car and a truck. The car is located near the center of the scene, while the truck is positioned closer to the left side. A fire hydrant is also present in the scene, situated near the center",386,500
w_95,"disaster scene with structural damage, emergency responders present, debris and hazards visible","The image depicts a flooded city with a large body of water covering the streets. The water level is high, reaching up to the buildings. The city is bustling with activity, as numerous boats are scattered throughout the scene, some of which are floating on the water.

There are several people in the image, with some of them standing on the boats and others walking around the flooded area. The people are wearing various clothing colors, and some of them are carrying backpacks.

The cityscape is f",386,500
